Date,ZIP Code,Revenue Interest - Garage Parking Tax,Revenue Interest - Ridesharing Tax,Revenue Interest - Alcohol Tax,"Revenue Interest - Tax on Sports, Theater, Other Entertainment",Revenue Interest - Cigarette Tax,Revenue Interest - Hotel Tax,Revenue Interest - Shopping Bag Tax,Revenue Interest - Property Tax,Revenue Interest - Sales Tax,Revenue Interest - Permit Fees,Revenue Interest - License Fees,Revenue Interest - Other,Expense Interest - Police,Expense Interest - Other Public Safety,Expense Interest - Infrastructure,Expense Interest - Community,Expense Interest - Streets and Sanitation,Expense Interest - City Development,Expense Interest - Libraries,Expense Interest - Regulatory,Expense Interest - Cultural Affairs and Special Events,Expense Interest - Other,Spending Change - Police,Spending Change - Other Public Safety,Spending Change - Infrastructure,Spending Change - Community,Spending Change - Streets and Sanitation,Spending Change - City Development,Spending Change - Libraries,Spending Change - Regulatory,Spending Change - Cultural Affairs and Special Events,Revenue Change - Garage Parking Tax,Revenue Change - Ridesharing Tax,Revenue Change - Alcohol Tax,"Revenue Change - Tax on Sports, Theater, Other Entertainment",Revenue Change - Cigarette Tax,Revenue Change - Hotel Tax,Revenue Change - Shopping Bag Tax,Revenue Change - Property Tax,Revenue Change - Sales Tax,Revenue Change - Permit Fees,Revenue Change - License Fees,$1000 Assignment - Police,$1000 Assignment - Other Public Safety,$1000 Assignment - Infrastructure Services,$1000 Assignment - Community,$1000 Assignment - Streets and Sanitation,$1000 Assignment - City Development,$1000 Assignment - Libraries,$1000 Assignment - Regulatory,$1000 Assignment - Cultural Affairs and Special Events,$1000 Assignment - Total,Counter Column
08/17/2019,60616,true,true,true,true,true,true,false,true,true,true,true,false,false,false,false,true,false,false,false,false,false,false,Reduce Budget,Increase Budget,Keep Budget the Same,Increase Budget,Increase Budget,Increase Budget,Increase Budget,Increase Budget,Reduce Budget,No Opinion,Keep Tax or Fee the Same,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,No Opinion,No Opinion,50,300,50,400,50,25,50,25,0,950,1
08/17/2019,,true,true,false,true,false,false,false,true,true,true,true,false,true,true,true,true,false,true,false,false,true,false,Reduce Budget,Keep Budget the Same,Increase Budget,Increase Budget,Keep Budget the Same,Increase Budget,Increase Budget,Keep Budget the Same,Increase Budget,No Opinion,Keep Tax or Fee the Same,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Increase Tax or Fee,,,,,,,,,,0,1
08/17/2019,60604,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,true,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Increase Budget,Increase Budget,Increase Budget,Reduce Budget,No Opinion,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Increase Tax or Fee,300,200,100,100,50,130,30,30,10,950,1
08/17/2019,60613,false,true,false,false,false,false,true,true,true,false,false,false,false,false,true,false,true,false,true,false,true,false,Reduce Budget,Keep Budget the Same,Keep Budget the Same,Increase Budget,Keep Budget the Same,Reduce Budget,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,50,200,200,300,50,50,50,50,50,1000,1
08/17/2019,60622,false,false,false,false,false,false,true,true,true,true,true,false,true,true,false,false,false,false,false,false,false,false,Reduce Budget,Reduce Budget,Reduce Budget,Reduce Budget,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,0,0,0,0,0,0,0,0,0,0,1
08/17/2019,60610,true,true,true,true,false,false,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,false,Keep Budget the Same,Reduce Budget,Reduce Budget,Reduce Budget,Reduce Budget,Reduce Budget,Reduce Budget,Reduce Budget,Reduce Budget,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,297,99,495,5,99,5,0,0,,1000,1
08/17/2019,60618,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,,,Increase Tax or Fee,Keep Tax or Fee the Same,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Increase Tax or Fee,,,,,,,,,,0,1
08/17/2019,60652,false,true,false,true,false,false,true,true,true,true,true,true,true,false,false,false,true,false,false,false,false,false,Increase Budget,Increase Budget,Keep Budget the Same,Reduce Budget,Keep Budget the Same,Reduce Budget,Keep Budget the Same,Reduce Budget,Reduce Budget,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,100,200,300,,300,,,,,900,1
08/17/2019,60633,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,Increase Budget,Increase Budget,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Reduce Budget,Reduce Budget,Keep Budget the Same,Reduce Budget,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,,,,,,,,,,0,1
08/17/2019,60605,false,false,true,false,false,false,true,true,false,false,true,false,true,true,true,true,false,true,true,false,true,false,Reduce Budget,Reduce Budget,Increase Budget,Increase Budget,Keep Budget the Same,Increase Budget,Increase Budget,Reduce Budget,Keep Budget the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,100,100,200,100,100,100,100,100,100,1000,1
08/17/2019,60601,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,false,true,true,false,false,false,false,Reduce Budget,Reduce Budget,Reduce Budget,Reduce Budget,Reduce Budget,Reduce Budget,Reduce Budget,Reduce Budget,,,,,,Increase Tax or Fee,,,,,,,,,,,,,,,,0,1
08/17/2019,60625,false,false,false,true,false,false,false,true,false,true,true,false,true,true,false,false,true,false,false,false,false,false,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Increase Budget,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Reduce Budget,Reduce Budget,Keep Tax or Fee the Same,No Opinion,No Opinion,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,No Opinion,No Opinion,No Opinion,No Opinion,273,182,182,136,91,45,45,45,0,1000,1
08/17/2019,60605,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,true,false,Reduce Budget,Increase Budget,Increase Budget,Reduce Budget,Increase Budget,Keep Budget the Same,Reduce Budget,Increase Budget,Reduce Budget,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,No Opinion,No Opinion,No Opinion,Keep Tax or Fee the Same,Keep Tax or Fee the Same,100,150,300,100,100,50,90,100,10,1000,1
08/17/2019,60614,true,true,true,true,true,true,true,true,true,true,true,false,false,false,true,true,true,true,true,true,true,true,Increase Budget,Increase Budget,Reduce Budget,Reduce Budget,Reduce Budget,Reduce Budget,Reduce Budget,Reduce Budget,Reduce Budget,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,500,500,,,,,,,,1000,1
08/17/2019,60634,false,true,false,false,false,false,false,false,false,false,false,false,false,true,true,true,false,true,false,false,false,false,Reduce Budget,Reduce Budget,Increase Budget,Increase Budget,Keep Budget the Same,Increase Budget,Reduce Budget,Reduce Budget,Keep Budget the Same,No Opinion,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,0,900,,,,,,,,900,1
08/17/2019,60614,false,false,false,false,false,false,false,true,true,false,false,false,false,false,true,false,true,true,false,false,false,false,Keep Budget the Same,Keep Budget the Same,Reduce Budget,,Reduce Budget,Reduce Budget,,,,Increase Tax or Fee,Keep Tax or Fee the Same,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,,Increase Tax or Fee,Increase Tax or Fee,200,200,100,150,50,,100,200,,1000,1
08/17/2019,60605,false,true,false,true,false,false,false,true,true,false,false,false,false,false,false,true,false,false,false,false,false,false,,Keep Budget the Same,Keep Budget the Same,Increase Budget,Reduce Budget,Keep Budget the Same,Increase Budget,Keep Budget the Same,Keep Budget the Same,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,,,,900,,,100,,,1000,1
08/17/2019,60654,false,false,false,false,false,false,false,true,false,false,false,false,true,true,true,true,true,true,true,true,false,false,Reduce Budget,Keep Budget the Same,Increase Budget,Increase Budget,Increase Budget,Keep Budget the Same,Increase Budget,Keep Budget the Same,Keep Budget the Same,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Increase Tax or Fee,80,100,150,170,100,100,100,100,100,1000,1
08/17/2019,60625,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,Reduce Budget,Reduce Budget,Reduce Budget,Keep Budget the Same,Keep Budget the Same,Reduce Budget,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,244,195,244,98,98,49,49,24,,1000,1
08/17/2019,60611,false,false,true,true,false,false,false,true,true,false,false,false,true,false,true,false,false,false,false,false,false,false,Increase Budget,Increase Budget,Increase Budget,Reduce Budget,Keep Budget the Same,Reduce Budget,Reduce Budget,Keep Budget the Same,Reduce Budget,No Opinion,No Opinion,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,500,300,100,10,90,,,,,1000,1
08/17/2019,,false,false,false,true,false,false,false,true,true,false,false,false,false,false,true,true,false,false,false,false,false,false,Keep Budget the Same,Keep Budget the Same,Reduce Budget,Reduce Budget,Reduce Budget,Keep Budget the Same,Reduce Budget,Reduce Budget,Reduce Budget,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,350,100,150,50,50,50,50,50,,850,1
08/17/2019,60643,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Reduce Budget,Keep Budget the Same,Reduce Budget,Keep Budget the Same,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,,No Opinion,No Opinion,No Opinion,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,200,100,100,100,100,150,,150,100,1000,1
08/17/2019,60657,false,false,false,false,false,false,false,true,true,false,false,false,true,false,true,true,true,true,false,false,false,false,Increase Budget,Keep Budget the Same,Increase Budget,Increase Budget,Keep Budget the Same,Keep Budget the Same,Increase Budget,Increase Budget,Increase Budget,Increase Tax or Fee,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,244,98,195,195,73,24,49,73,49,1000,1
08/17/2019,60634,true,true,true,true,true,true,true,true,true,true,true,false,false,false,false,false,true,false,false,false,false,false,Keep Budget the Same,Keep Budget the Same,Reduce Budget,Reduce Budget,Reduce Budget,Reduce Budget,Reduce Budget,Reduce Budget,Reduce Budget,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,350,200,200,0,100,0,50,50,50,1000,1
08/17/2019,60610,false,false,true,true,false,false,false,true,true,true,true,false,true,false,true,false,false,true,false,true,true,false,Keep Budget the Same,Keep Budget the Same,Reduce Budget,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Reduce Budget,Keep Budget the Same,Increase Budget,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,265,125,65,75,50,75,30,70,105,860,1
08/17/2019,60612,false,false,false,false,false,false,false,true,true,false,false,false,true,false,true,false,false,false,false,false,false,false,Reduce Budget,Keep Budget the Same,,,,,,,,Increase Tax or Fee,,,,,,,,,,,44,456,66,55,5,5,5,,,636,1
08/17/2019,,false,true,true,true,true,false,true,true,true,true,true,false,true,true,true,true,false,true,false,true,true,false,Keep Budget the Same,Keep Budget the Same,Increase Budget,Increase Budget,Increase Budget,Increase Budget,Keep Budget the Same,Increase Budget,Increase Budget,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,100,100,200,100,100,100,100,100,,900,1
08/17/2019,60647,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,true,false,false,true,false,false,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Reduce Budget,Reduce Budget,Reduce Budget,Reduce Budget,Keep Budget the Same,Keep Budget the Same,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,370,230,125,175,15,8,2,50,25,1000,1
08/17/2019,60659,false,false,false,false,false,false,false,true,false,false,false,false,true,false,true,false,true,false,false,false,false,false,Increase Budget,Keep Budget the Same,Increase Budget,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Reduce Budget,Reduce Budget,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,,,,,,,,,0,0,1
08/17/2019,60613,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,true,true,true,false,false,false,Keep Budget the Same,Keep Budget the Same,Reduce Budget,Keep Budget the Same,Reduce Budget,Reduce Budget,Reduce Budget,Keep Budget the Same,Reduce Budget,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,Keep Tax or Fee the Same,Keep Tax or Fee the Same,No Opinion,,,,,,,,,,0,1
08/17/2019,60638,false,false,true,true,true,true,false,true,true,false,false,false,false,false,true,true,true,true,false,false,false,false,Reduce Budget,Keep Budget the Same,Increase Budget,Increase Budget,Increase Budget,Keep Budget the Same,Increase Budget,Increase Budget,Keep Budget the Same,Increase Tax or Fee,,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,0,100,100,200,100,100,200,100,100,1000,1
08/17/2019,60618,false,true,false,true,false,false,false,true,true,true,true,false,true,true,true,true,true,true,true,true,true,false,Reduce Budget,Keep Budget the Same,Increase Budget,Keep Budget the Same,Keep Budget the Same,Increase Budget,Increase Budget,Keep Budget the Same,Keep Budget the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,,,,,,,,,,0,1
08/17/2019,60647,true,true,false,true,true,true,false,false,false,true,false,true,true,false,false,false,false,false,false,false,false,false,Reduce Budget,Keep Budget the Same,Keep Budget the Same,Increase Budget,Reduce Budget,Reduce Budget,Keep Budget the Same,Reduce Budget,Reduce Budget,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Keep Tax or Fee the Same,,,,,,,,,,0,1
08/17/2019,,true,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,Reduce Budget,Keep Budget the Same,Increase Budget,Increase Budget,Keep Budget the Same,Keep Budget the Same,Keep Budget the Same,Reduce Budget,Keep Budget the Same,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Increase Tax or Fee,Increase Tax or Fee,Increase Tax or Fee,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,Keep Tax or Fee the Same,300,200,100,100,50,50,50,50,,900,1
08/17/2019,60610,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,true,false,false,false,Reduce Budget,Keep Budget the Same,Reduce Budget,Keep Budget the Same,Keep Budget the Same,Reduce Budget,Increase Budget,Reduce Budget,Keep Budget the Same,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,No Opinion,100,150,50,100,100,50,100,50,50,750,1
